CCNum,Trans_date_Time,Attrition_Flag,Surname,Age,Gender,CreditScore,Geography,Tenure,Education_Level,Income_Category,Card_Category,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,is_fraud,Exited
712132383,06/01/2019 12:22,Existing Customer,K'ung,44,M,696,France,4,College,$80K - $120K,Blue,1876,5056,82,0,1,0,0,126353.13,0,1
772306383,06/01/2019 12:22,Attrited Customer,Onyekachi,57,F,577,Spain,3,Unknown,Less than $40K,Blue,1462,2299,42,0,2,1,1,135008.92,0,0
714469008,06/01/2019 12:22,Existing Customer,Somayina,40,F,587,France,1,Unknown,$40K - $60K,Blue,2351,5115,84,0,2,0,1,17135.6,0,0
812446158,06/01/2019 12:22,Existing Customer,Dennis,54,F,712,Germany,7,Uneducated,Less than $40K,Blue,1719,4869,65,93978.96,2,1,0,60651.77,0,0
779401233,06/01/2019 12:22,Existing Customer,Brown,47,F,498,Germany,2,Uneducated,$40K - $60K,Blue,1438.3,5216,78,121968.11,2,0,1,188343.05,0,0
784994883,06/01/2019 12:25,Existing Customer,Ogochukwu,26,F,660,France,2,Unknown,Less than $40K,Blue,2516,4746,75,97324.91,1,1,0,23291.83,0,0
721080183,06/01/2019 12:26,Existing Customer,Macleod,33,F,678,Spain,6,Graduate,$40K - $60K,Blue,4883,4613,82,0,2,1,0,64443.75,0,0
712572858,06/01/2019 12:28,Existing Customer,Page,38,M,530,France,8,High School,$80K - $120K,Blue,3413,3831,45,0,2,1,1,287.99,0,0
719759733,06/01/2019 12:29,Attrited Customer,Barese,59,F,559,France,2,Unknown,$40K - $60K,Blue,1852,2851,49,0,2,0,1,137961.41,0,0
780371433,06/01/2019 12:29,Existing Customer,Agafonova,35,F,624,France,3,Graduate,Unknown,Blue,3339,4725,83,145155.37,1,1,0,72169.95,0,1
822170733,06/01/2019 12:29,Attrited Customer,Caraway,45,F,592,France,5,College,Less than $40K,Blue,3785,2401,54,137222.77,1,0,0,39608.58,0,0
708224133,06/01/2019 12:30,Existing Customer,Stevenson,61,M,767,France,9,Uneducated,$40K - $60K,Blue,2228,4431,71,0,2,0,1,175458.21,0,0
719299533,06/01/2019 12:30,Attrited Customer,Duncan,55,F,653,Germany,5,Unknown,Less than $40K,Blue,3626,2954,42,114268.22,2,1,1,89524.83,0,0
780633483,06/01/2019 12:33,Existing Customer,Wang,58,F,678,Spain,2,Graduate,$40K - $60K,Blue,2194,4962,81,0,2,1,1,13221.25,0,0
771356508,06/01/2019 12:33,Existing Customer,Kaur,41,F,586,Spain,2,Graduate,Less than $40K,Blue,2665,4500,71,0,1,1,0,102889.34,0,0
823629333,06/01/2019 12:34,Existing Customer,Jenkins,42,M,550,France,8,Uneducated,$40K - $60K,Blue,2444,4220,50,150490.32,1,0,0,166468.21,0,1
712961658,06/01/2019 12:35,Existing Customer,Edwards,45,F,643,Germany,9,Uneducated,Less than $40K,Blue,3335,5321,78,160858.13,2,1,0,27149.27,0,0
710464683,06/01/2019 12:36,Existing Customer,Kelly,45,F,612,Spain,5,Post-Graduate,Less than $40K,Blue,2726,5578,89,170288.38,1,1,1,59601.15,0,0
716688183,06/01/2019 12:37,Attrited Customer,Boyle,51,F,674,Germany,4,High School,Less than $40K,Blue,1665,2878,45,111568.01,1,0,1,22026.18,0,0
789082758,06/01/2019 12:37,Existing Customer,Loane,40,F,657,Spain,7,High School,Less than $40K,Blue,2734,4981,90,83889.03,1,1,0,153059.62,0,0
709140858,06/01/2019 12:37,Existing Customer,Padovano,57,F,724,Germany,0,College,Less than $40K,Blue,1727,5112,82,171982.95,2,0,1,167313.07,0,0
822127008,06/01/2019 12:38,Existing Customer,Li Fonti,50,F,500,France,4,Post-Graduate,Unknown,Blue,19349,4351,79,0,2,1,0,12833.96,0,0
720496158,06/01/2019 12:38,Existing Customer,Robinson,53,M,688,France,8,Unknown,$60K - $80K,Blue,13409,4031,82,137624.4,2,1,1,197582.79,0,0
774588633,06/01/2019 12:39,Existing Customer,Geach,45,F,599,France,3,Graduate,Less than $40K,Blue,1438.3,4928,84,121159.65,1,0,0,4033.39,0,1
788465583,06/01/2019 12:39,Existing Customer,Payne,42,F,631,France,7,College,$40K - $60K,Blue,6330,3029,52,0,2,0,1,125877.22,0,0
741517458,06/01/2019 12:39,Attrited Customer,Chinonyelum,49,F,634,Spain,1,Graduate,Less than $40K,Blue,2575,1874,40,0,2,1,1,176913.42,0,0
709935708,06/01/2019 12:40,Existing Customer,Watkins,55,F,545,France,3,Unknown,$40K - $60K,Blue,3391,4291,77,91184.01,1,1,0,105476.65,0,0
721112508,06/01/2019 12:40,Existing Customer,Page,48,F,644,Spain,8,Graduate,Less than $40K,Blue,5298,4834,80,0,2,1,0,59172.42,0,0
720734583,06/01/2019 12:43,Existing Customer,Genovese,44,F,690,Germany,1,Post-Graduate,Less than $40K,Blue,2540,5039,82,144027.8,1,1,1,108731.02,0,1
772286658,06/01/2019 12:43,Attrited Customer,Watson,63,M,711,France,6,Graduate,$60K - $80K,Blue,14324,2083,56,0,2,1,1,175310.38,0,0
807149058,06/01/2019 12:44,Existing Customer,Mancini,48,F,712,France,8,Unknown,Less than $40K,Blue,2876,4752,80,140170.61,1,1,1,38170.04,0,0
771045708,06/01/2019 12:44,Attrited Customer,Chibueze,41,F,627,France,1,Graduate,Less than $40K,Blue,1504,2801,51,62092.9,1,1,1,105887.04,0,0
711733308,06/01/2019 12:45,Existing Customer,Hunter,45,F,694,Spain,3,Uneducated,Less than $40K,Blue,1839,4930,91,0,1,1,1,95625.03,0,0
710518308,06/01/2019 12:45,Existing Customer,Buchi,54,F,534,Spain,4,Doctorate,Less than $40K,Blue,1685,4155,85,0,2,0,0,9541.15,0,0
716586408,06/01/2019 12:47,Existing Customer,Charteris,48,F,603,France,9,Graduate,Less than $40K,Blue,4850,4187,86,0,1,0,0,148516.79,0,0
713152383,06/01/2019 12:47,Existing Customer,Aksenov,40,F,808,France,2,Uneducated,Less than $40K,Blue,2840,4405,82,103516.87,1,1,0,113907.8,0,0
771935283,06/01/2019 12:47,Existing Customer,Wright,47,F,723,Spain,1,Graduate,$40K - $60K,Blue,2977,5217,88,0,3,1,0,164647.72,0,1
720460083,06/01/2019 12:48,Attrited Customer,Lu,45,F,585,France,2,Unknown,Unknown,Gold,34516,2198,42,0,2,1,0,98621.04,0,1
825838908,06/01/2019 12:49,Existing Customer,K?,39,F,706,France,8,Uneducated,Less than $40K,Blue,1961,4846,92,0,2,1,1,37479.97,0,0
709082808,06/01/2019 12:49,Existing Customer,Hou,53,F,671,France,6,High School,Less than $40K,Blue,2156,5092,95,0,2,1,1,15846.42,0,0
710937783,06/01/2019 12:49,Existing Customer,Descoteaux,53,F,597,Spain,2,Uneducated,$40K - $60K,Blue,2772,5313,68,85162.26,1,0,1,5104.08,0,1
789540108,06/01/2019 12:50,Existing Customer,Stephenson,29,F,646,France,8,Uneducated,Less than $40K,Blue,2832,4761,75,143061.88,1,1,0,61937.6,0,0
709824633,06/01/2019 12:50,Existing Customer,Cooper,44,F,801,Spain,6,High School,Less than $40K,Blue,1552,5064,80,0,2,1,1,170008.74,0,0
717874533,06/01/2019 12:51,Attrited Customer,Crump,46,M,731,Spain,5,High School,$40K - $60K,Blue,6362,1968,51,137388.01,2,1,0,165000.68,0,0
712571883,06/01/2019 12:52,Existing Customer,Diggs,40,M,620,Germany,1,Graduate,Less than $40K,Silver,11409,4677,58,137712.01,1,1,1,76197.05,0,0
716926758,06/01/2019 12:52,Existing Customer,Shih,40,F,484,Germany,7,Uneducated,Less than $40K,Blue,1965,4268,91,106901.42,2,0,0,118045.98,0,0
716181858,06/01/2019 12:53,Existing Customer,Hudson,42,F,647,Spain,5,Uneducated,$40K - $60K,Blue,1622,4633,67,105603.21,2,1,1,157360.9,0,0
779613933,06/01/2019 12:54,Existing Customer,Carvosso,38,F,688,Germany,8,Uneducated,Less than $40K,Blue,1736,5045,86,150679.71,2,0,1,196226.38,0,0
712136058,06/01/2019 12:55,Attrited Customer,Wyatt,54,F,680,Germany,4,College,Unknown,Blue,8827,2643,50,108300.27,2,0,1,44384.57,0,1
709678608,06/01/2019 12:55,Existing Customer,Kodilinyechukwu,49,M,689,France,7,High School,$80K - $120K,Blue,24256,4269,69,52016.08,2,1,1,72993.65,0,0
714276408,06/01/2019 12:56,Attrited Customer,Vorobyova,52,F,513,Germany,7,Uneducated,$40K - $60K,Blue,1915,2264,39,60515.13,1,0,0,124571.09,0,0
719953383,06/01/2019 12:56,Existing Customer,Piccio,38,F,553,Germany,2,College,Less than $40K,Blue,1438.3,4564,79,158584.28,2,1,0,43640.16,0,0
718795083,06/01/2019 12:56,Existing Customer,Hsing,44,F,689,Germany,2,Graduate,Unknown,Blue,2006,5337,85,118812.5,2,0,0,31121.42,0,0
720503508,06/01/2019 12:56,Existing Customer,Lucas,44,F,517,Spain,4,Uneducated,Less than $40K,Blue,5594,5220,75,0,1,1,0,22372.78,0,0
770762133,06/01/2019 12:57,Existing Customer,T'ang,52,F,731,France,8,High School,Unknown,Blue,3505,5034,79,0,2,1,1,170338.35,0,0
713555133,06/01/2019 12:58,Attrited Customer,North,56,F,687,Germany,1,High School,Less than $40K,Blue,1667,2424,40,91219.29,1,0,0,158845.49,0,1
711232608,06/01/2019 12:58,Attrited Customer,Thompson,47,F,507,Spain,7,High School,Less than $40K,Blue,1636,2235,35,0,2,1,0,67926.18,0,0
780322908,06/01/2019 12:59,Existing Customer,Simpson,52,F,468,France,1,Unknown,Less than $40K,Blue,3281,4431,67,76318.64,1,1,1,194783.12,0,0
708207783,06/01/2019 12:59,Existing Customer,Nwora,50,F,682,Spain,4,High School,Less than $40K,Blue,1477,4680,80,0,1,1,0,176036.01,0,0
719590458,06/01/2019 12:59,Attrited Customer,Chandler,44,F,603,France,3,Graduate,Less than $40K,Blue,1905,3120,46,0,1,1,1,198826.03,0,1
778679883,06/01/2019 12:59,Existing Customer,Uspensky,39,M,522,Germany,1,Graduate,$60K - $80K,Blue,6146,3645,76,111432.13,1,1,1,168683.57,0,0
780230208,06/01/2019 13:00,Existing Customer,Ferguson,53,M,629,Spain,10,College,$40K - $60K,Blue,2672,4766,75,150148.51,1,0,0,6936.27,0,0
827703258,06/01/2019 13:01,Existing Customer,Kerr,42,M,729,France,7,High School,$60K - $80K,Blue,13426,4674,66,38550.06,1,0,1,179230.23,0,0
807379833,06/01/2019 13:01,Attrited Customer,Furneaux,48,M,574,France,5,Graduate,$40K - $60K,Blue,9104,2563,34,119013.86,1,1,0,103421.91,0,0
711178383,06/01/2019 13:02,Existing Customer,Kambinachi,47,M,677,Germany,0,Post-Graduate,$80K - $120K,Blue,30300,4146,64,111213.64,2,1,1,147578.26,0,0
712203333,06/01/2019 13:03,Existing Customer,Black,51,M,627,Germany,5,Graduate,$80K - $120K,Blue,7088,4691,76,71097.23,1,1,1,130504.49,0,0
709261383,06/01/2019 13:04,Existing Customer,Chizoba,56,F,788,Spain,10,Graduate,$40K - $60K,Blue,1872,4970,81,109632.85,1,1,1,16149.13,0,0
715829358,06/01/2019 13:04,Existing Customer,Peng,33,F,697,France,7,College,$40K - $60K,Blue,2874,4794,88,148368.02,1,0,0,118862.08,0,1
713213133,06/01/2019 13:05,Existing Customer,Leach,36,M,578,France,1,Graduate,$40K - $60K,Blue,6763,4972,76,148600.91,1,1,0,143397.14,0,1
778860783,06/01/2019 13:05,Attrited Customer,Chiazagomekpele,57,M,519,France,10,Unknown,$120K +,Blue,24379,2836,41,71083.98,1,1,0,137959,0,0
779442783,06/01/2019 13:06,Existing Customer,Nickson,39,F,632,France,9,Graduate,Less than $40K,Blue,2867,4445,89,139625.34,1,1,0,93702.96,0,1
780008358,06/01/2019 13:06,Attrited Customer,Lin,59,M,679,France,4,Uneducated,$60K - $80K,Blue,13172,2598,47,0,1,0,0,172939.3,0,1
721274208,06/01/2019 13:07,Attrited Customer,Alexeieva,41,F,699,France,9,High School,Less than $40K,Blue,2201,2408,38,0,1,1,1,108162.13,0,0
714076683,06/01/2019 13:07,Attrited Customer,Sykes,29,F,615,France,0,College,Less than $40K,Blue,3261,2461,54,81564.1,2,0,1,35896.09,0,0
788791383,06/01/2019 13:07,Existing Customer,Martin,39,F,622,Spain,9,High School,$40K - $60K,Blue,5027,4850,70,0,2,1,1,104852.6,0,0
709459608,06/01/2019 13:07,Existing Customer,Herz,47,F,755,France,7,Unknown,$40K - $60K,Blue,1811,5390,87,124540.28,1,0,1,188850.89,0,0
711560058,06/01/2019 13:08,Existing Customer,Nikitina,49,M,767,France,2,High School,$60K - $80K,Blue,2465,4806,83,133616.39,1,1,0,28615.8,0,0
717657333,06/01/2019 13:08,Existing Customer,Ko,43,F,752,Germany,10,Graduate,Less than $40K,Blue,7584,4783,65,101648.5,2,1,0,172001.44,0,0
812218908,06/01/2019 13:09,Attrited Customer,Highett,46,F,633,France,8,Unknown,Less than $40K,Blue,4065,2899,51,124281.84,1,1,1,60116.57,0,0
787482033,06/01/2019 13:09,Attrited Customer,Jackson,60,M,717,France,4,High School,$80K - $120K,Blue,28930,2251,27,0,2,1,1,170528.63,0,0
779141658,06/01/2019 13:10,Existing Customer,Ball,48,M,585,Spain,0,Graduate,$80K - $120K,Blue,4963,4989,78,0,2,0,0,189683.7,0,0
813810333,06/01/2019 13:10,Attrited Customer,Nelson,50,M,751,France,9,Post-Graduate,$60K - $80K,Blue,2049,2703,54,183613.66,2,0,0,49734.94,0,0
789613083,06/01/2019 13:10,Existing Customer,Woronoff,47,M,754,Germany,1,Uneducated,$60K - $80K,Blue,1943,5108,81,136186.44,1,1,1,121529.59,0,1
794540883,06/01/2019 13:10,Existing Customer,Morrison,56,F,495,France,10,Post-Graduate,$40K - $60K,Blue,3485,4776,87,137682.68,1,1,0,71071.47,0,0
811889808,06/01/2019 13:11,Existing Customer,Smith,43,M,650,France,4,Graduate,$80K - $120K,Blue,23459,7279,83,106005.54,1,0,1,142995.32,0,0
720509433,06/01/2019 13:12,Existing Customer,Rendall,51,F,529,France,6,College,Less than $40K,Blue,2306,3776,70,152310.55,1,1,0,13054.25,0,0
715091208,06/01/2019 13:14,Existing Customer,McIntyre,42,M,585,France,2,High School,$80K - $120K,Blue,18177,8512,94,0,2,1,0,89402.54,0,0
719269308,06/01/2019 13:14,Existing Customer,Wei,49,F,668,Spain,1,Graduate,Less than $40K,Blue,3252,7418,90,134446.04,1,0,1,111241.37,0,0
718200333,06/01/2019 13:15,Existing Customer,Allardyce,47,F,591,France,2,Uneducated,Less than $40K,Blue,2894,7471,87,142289.28,1,0,1,119638.85,0,0
713487633,06/01/2019 13:15,Existing Customer,Cremonesi,44,M,731,France,6,Post-Graduate,$80K - $120K,Blue,34516,7663,91,0,2,1,1,151581.79,0,0
789363408,06/01/2019 13:18,Existing Customer,Weatherford,44,M,754,France,6,High School,$120K +,Silver,34516,7427,83,0,1,1,0,73881.68,0,1
713916708,06/01/2019 13:18,Existing Customer,Jen,53,M,650,Germany,9,Graduate,$120K +,Gold,34516,7758,98,149003.76,2,1,0,176902.83,0,0
823833483,06/01/2019 13:18,Existing Customer,Macleod,41,M,588,Germany,2,Graduate,$40K - $60K,Blue,7839,7904,83,131341.46,2,0,1,7034.94,0,0
717756258,06/01/2019 13:18,Existing Customer,Mironova,49,M,712,Spain,7,Unknown,$120K +,Blue,16494,7761,84,77919.78,1,1,0,122547.58,0,0
712879158,06/01/2019 13:19,Existing Customer,Sharpe,49,M,691,France,7,High School,$60K - $80K,Gold,6224,7693,70,0,2,0,1,161559.12,0,0
709474683,06/01/2019 13:19,Existing Customer,Osborne,42,F,771,France,10,College,Less than $40K,Blue,6078,8442,95,108309,4,1,1,137510.41,0,1
772313358,06/01/2019 13:20,Existing Customer,Chu,50,M,678,Spain,6,High School,$80K - $120K,Blue,21322,8693,91,0,1,0,1,185366.56,0,0
711856683,06/01/2019 13:20,Existing Customer,Chong,51,M,719,Spain,9,Post-Graduate,$40K - $60K,Blue,1590,7352,80,0,2,1,0,182224.14,0,0
718530258,06/01/2019 13:21,Existing Customer,Alvarez,52,F,610,Germany,7,Uneducated,Less than $40K,Blue,1986,7249,86,115462.02,1,0,1,42581.04,0,0
716288208,06/01/2019 13:22,Existing Customer,Palerma,48,M,722,Spain,9,Graduate,$60K - $80K,Blue,15618,7549,77,0,2,1,0,31921.95,0,0
718712583,06/01/2019 13:22,Existing Customer,Chiemenam,44,M,758,Germany,5,Uneducated,$80K - $120K,Blue,34496,8092,80,122739.1,1,1,0,102460.84,0,1
806432433,06/01/2019 13:22,Existing Customer,Pritchard,40,F,709,France,2,High School,$40K - $60K,Blue,2544,8006,88,0,2,0,0,109681.29,0,0
720074583,06/01/2019 13:23,Existing Customer,Wallis,42,M,634,Germany,3,Graduate,$80K - $120K,Blue,4765,7380,76,113781.5,2,1,1,106345.05,0,1
768848658,06/01/2019 13:24,Existing Customer,Palerma,43,F,678,Spain,1,Unknown,Unknown,Blue,16583,7823,87,0,2,1,1,102472.9,0,0
709895508,06/01/2019 13:24,Existing Customer,Hill,42,M,633,France,3,Graduate,Less than $40K,Blue,6153,7434,92,0,2,1,1,36249.76,0,0
711542358,06/01/2019 13:25,Existing Customer,Hudson,42,F,710,France,9,High School,Less than $40K,Gold,15987,7471,88,128284.45,1,1,0,32996.89,0,1
718773333,06/01/2019 13:25,Existing Customer,Chung,51,F,640,Germany,8,Unknown,Less than $40K,Blue,5139,7548,89,120591.19,1,0,0,195123.94,0,0
816832383,06/01/2019 13:27,Existing Customer,Zhdanova,61,F,656,France,8,High School,Less than $40K,Blue,3421,6932,75,0,2,0,1,57014.43,0,0
714042108,06/01/2019 13:27,Existing Customer,Fraser,59,M,551,France,2,Uneducated,$40K - $60K,Blue,11000,7302,86,166968.28,1,1,0,159483.76,0,1
714664683,06/01/2019 13:27,Existing Customer,Meng,46,F,786,Spain,7,Uneducated,Less than $40K,Blue,2490,8178,91,0,2,0,0,100929.59,0,0
713894358,06/01/2019 13:28,Existing Customer,Cherkasova,51,M,561,France,8,Post-Graduate,$80K - $120K,Gold,34516,7889,98,0,2,1,1,12513.07,0,0
715436883,06/01/2019 13:28,Existing Customer,Rawlings,48,F,807,Spain,5,Post-Graduate,Less than $40K,Blue,2490,7719,86,0,2,1,1,74900.9,0,0
715260558,06/01/2019 13:30,Existing Customer,Jen,44,F,602,Germany,2,High School,$40K - $60K,Blue,2055,7674,80,71667.97,2,0,0,137111.89,0,0
713664258,06/01/2019 13:30,Existing Customer,Chien,56,M,727,Germany,3,Unknown,$40K - $60K,Blue,14344,7359,85,82729.47,2,1,0,60212.51,0,0
713364783,06/01/2019 13:31,Existing Customer,Gorbunov,42,F,678,France,1,Post-Graduate,Less than $40K,Blue,3453,8108,85,0,2,1,1,187343.4,0,0
718078008,06/01/2019 13:32,Existing Customer,Lucas,40,M,730,France,8,College,$60K - $80K,Blue,20304,7494,85,0,2,1,0,183284.53,0,0
798546408,06/01/2019 13:32,Existing Customer,Young,61,F,596,Spain,1,College,Less than $40K,Blue,8283,7553,104,0,2,1,0,8125.39,0,0
779018508,06/01/2019 13:32,Existing Customer,Colombo,45,M,686,Germany,3,Uneducated,$80K - $120K,Blue,11318,7179,93,129626.19,2,1,1,103220.56,0,0
802668333,06/01/2019 13:34,Attrited Customer,Tsao,49,M,684,Germany,2,Graduate,$80K - $120K,Blue,2384,3512,50,114035.39,1,0,0,96885.19,0,0
718320933,06/01/2019 13:34,Existing Customer,Lewis,47,M,797,Germany,1,Uneducated,$60K - $80K,Blue,11919,8257,96,151922.94,1,1,0,8877.06,0,0
789016983,06/01/2019 13:34,Existing Customer,Hussain,45,F,658,France,4,High School,Less than $40K,Blue,2948,7834,86,0,1,1,1,147530.06,0,0
713907633,06/01/2019 13:35,Existing Customer,Anderson,43,M,653,Spain,6,College,$60K - $80K,Blue,5397,7791,84,107751.68,2,1,1,33389.42,0,0
708474333,06/01/2019 13:36,Existing Customer,Ulyanov,42,M,641,France,6,Graduate,$60K - $80K,Blue,12294,7906,87,0,2,1,0,45309.24,0,0
778894233,06/01/2019 13:37,Existing Customer,Shaw,42,M,656,Spain,6,High School,$80K - $120K,Blue,7253,7595,83,101179.23,2,1,1,35230.61,0,0
717244683,06/01/2019 13:37,Existing Customer,Lucciano,43,F,750,Spain,6,College,Unknown,Blue,21922,7409,89,0,2,1,1,59816.41,0,0
711410958,06/01/2019 13:37,Existing Customer,Gordon,40,M,768,France,8,High School,$60K - $80K,Blue,13452,7582,69,0,2,0,1,69080.46,0,0
799711833,06/01/2019 13:38,Existing Customer,Woodward,50,F,568,France,7,College,Unknown,Blue,24735,7910,95,0,2,1,0,143450.61,0,0
714047733,06/01/2019 13:38,Existing Customer,Cunningham,53,F,706,Germany,9,Graduate,$40K - $60K,Blue,4942,7460,85,58571.18,2,1,0,40774.01,0,0
710061783,06/01/2019 13:38,Attrited Customer,Boni,49,M,430,Germany,8,Graduate,$40K - $60K,Blue,14973,4517,59,153058.64,1,1,0,99377.27,0,0
711082908,06/01/2019 13:39,Existing Customer,Truscott,44,M,745,Germany,4,Uneducated,$80K - $120K,Blue,19719,8385,97,98270.34,1,1,0,133617.43,0,0
721190358,06/01/2019 13:39,Existing Customer,Ginikanwa,49,M,747,France,1,Unknown,$80K - $120K,Blue,29690,7640,86,130788.71,1,0,1,101495,0,1
712760208,06/01/2019 13:39,Existing Customer,Bailey,42,F,657,Germany,7,Graduate,Unknown,Blue,6751,7921,93,99165.84,1,0,1,119333.95,0,1
751563933,06/01/2019 13:39,Existing Customer,Hutchinson,43,F,639,France,4,High School,Less than $40K,Blue,9484,7242,95,0,2,0,0,167682.37,0,0
815498733,06/01/2019 13:39,Existing Customer,Maclean,51,F,704,France,3,Unknown,Less than $40K,Blue,4333,7643,85,0,2,0,1,152884.85,0,0
718433508,06/01/2019 13:40,Existing Customer,Chiang,40,F,651,Spain,4,Uneducated,Less than $40K,Blue,2481,8097,88,115636.05,2,1,0,70400.86,0,0
720935658,06/01/2019 13:42,Existing Customer,Willmore,57,F,706,Germany,2,Post-Graduate,Less than $40K,Blue,3059,7709,89,185932.18,2,1,0,65413.41,0,0
714754533,06/01/2019 13:42,Existing Customer,Godson,51,M,632,Germany,2,Doctorate,$120K +,Platinum,34516,8012,87,72549,2,0,1,182728.8,0,0
714713508,06/01/2019 13:43,Existing Customer,Smith,49,M,751,France,4,Doctorate,$80K - $120K,Blue,25178,7836,87,0,2,1,1,81442.6,0,0
715038033,06/01/2019 13:43,Existing Customer,Bitter,61,M,767,France,2,Graduate,Less than $40K,Blue,7169,8216,80,0,2,0,0,144251.38,0,0
809169858,06/01/2019 13:44,Existing Customer,Ts'ao,62,M,741,France,5,Graduate,$60K - $80K,Blue,18224,7728,93,0,1,0,1,40207.06,0,0
718379358,06/01/2019 13:44,Existing Customer,Chialuka,39,M,651,Germany,3,Unknown,$80K - $120K,Silver,34516,8453,90,121890.06,1,1,0,54530.51,0,1
779456508,06/01/2019 13:45,Existing Customer,Scott,52,M,601,France,2,Graduate,$60K - $80K,Blue,4813,7477,91,99786.07,1,1,1,32683.88,0,1
708907833,06/01/2019 13:46,Existing Customer,Feng,38,F,520,France,3,High School,Unknown,Blue,24965,7866,84,0,2,1,1,104703.96,0,0
708693558,06/01/2019 13:46,Existing Customer,Castiglione,50,F,626,Germany,4,High School,Less than $40K,Silver,12569,7344,95,115084.53,2,0,1,26907.43,0,0
718665933,06/01/2019 13:48,Existing Customer,He,43,M,811,France,6,Unknown,$120K +,Blue,34516,7437,86,0,2,1,1,180591.32,0,0
816073983,06/01/2019 13:48,Existing Customer,Fanucci,53,F,730,France,9,College,Less than $40K,Blue,8259,7957,88,127661.69,1,0,0,60905.51,0,0
715851333,06/01/2019 13:51,Existing Customer,Ginikanwa,42,M,604,Germany,4,High School,$60K - $80K,Blue,13804,7376,97,118907.6,1,0,1,47777.15,0,1
712884408,06/01/2019 13:51,Existing Customer,Manning,43,F,499,Germany,6,High School,Unknown,Blue,5700,7939,95,77627.33,2,1,0,108222.68,0,0
715404783,06/01/2019 13:52,Existing Customer,Forlonge,43,F,754,Spain,2,Graduate,Less than $40K,Blue,6448,7546,88,160625.17,1,0,1,3554.63,0,0
773356008,06/01/2019 13:52,Existing Customer,Liang,57,M,716,Spain,8,Post-Graduate,$60K - $80K,Blue,5479,7960,86,0,2,0,0,78616.92,0,0
789525408,06/01/2019 13:53,Existing Customer,Uchechukwu,50,F,636,France,10,Uneducated,Less than $40K,Blue,3749,7990,89,124266.86,1,0,0,100566.81,0,0
721212258,06/01/2019 13:55,Existing Customer,Sung,48,M,470,France,8,High School,$120K +,Blue,30210,7403,88,127974.06,2,1,1,183259.35,0,0
719625933,06/01/2019 13:55,Existing Customer,Tochukwu,41,M,444,France,3,Graduate,$120K +,Blue,5807,8000,96,0,2,1,1,159131.21,0,0
714304458,06/01/2019 13:55,Existing Customer,Reyna,44,M,809,Spain,2,High School,$60K - $80K,Blue,3605,6800,78,0,1,1,0,160976.85,0,1
819975183,06/01/2019 13:55,Existing Customer,Liang,44,F,850,Germany,3,College,$40K - $60K,Silver,17077,7391,75,104911.35,2,1,1,42933.26,0,0
785515533,06/01/2019 13:56,Existing Customer,Unwin,43,F,637,France,1,College,Less than $40K,Blue,5380,8947,93,0,2,1,0,91291.2,0,0
720712533,06/01/2019 13:57,Existing Customer,Rutherford,51,M,512,France,1,Graduate,$80K - $120K,Gold,34516,7499,88,0,2,1,1,52471.36,0,0
709861008,06/01/2019 13:58,Existing Customer,Howe,47,M,774,Spain,1,Post-Graduate,$80K - $120K,Blue,27720,8520,89,110646.54,1,0,0,108804.28,0,0
713911233,06/01/2019 13:58,Existing Customer,Tran,47,F,641,France,5,Doctorate,$40K - $60K,Silver,18341,7584,85,0,2,1,1,122449.18,0,0
712580958,06/01/2019 13:58,Existing Customer,Thompson,38,M,586,Germany,6,High School,$120K +,Blue,27712,7399,91,126704.49,2,1,0,41682.3,0,0
719473458,06/01/2019 13:59,Existing Customer,Linger,46,M,611,France,9,High School,$40K - $60K,Blue,8285,7205,84,0,2,1,1,148887.69,0,0
711764733,06/01/2019 13:59,Existing Customer,Johnston,41,F,660,Spain,1,Uneducated,$40K - $60K,Silver,19704,7766,81,84560.04,1,1,1,137784.25,0,0
794124708,06/01/2019 13:59,Existing Customer,Udokamma,47,M,532,France,9,Graduate,$80K - $120K,Blue,21325,7053,69,0,2,0,0,190573.91,0,1
780707733,06/01/2019 13:59,Existing Customer,Barrera,41,M,557,Germany,2,Graduate,$80K - $120K,Blue,34516,6832,87,129893.56,1,0,0,102076.03,0,0
780620883,06/01/2019 14:00,Existing Customer,Sutherland,49,F,730,Spain,5,Uneducated,$40K - $60K,Blue,7045,7381,98,167385.81,1,1,1,56307.51,0,0
720849708,06/01/2019 14:01,Existing Customer,Bednall,44,M,535,France,6,Graduate,$80K - $120K,Blue,14388,7042,85,0,2,0,1,49775.58,0,0
789312033,06/01/2019 14:01,Attrited Customer,Otoole,48,F,773,Germany,4,Post-Graduate,Less than $40K,Blue,3874,4921,51,105858.71,1,0,1,4395.45,0,0
778742358,06/01/2019 14:02,Existing Customer,Cremonesi,44,M,510,Germany,4,Graduate,$60K - $80K,Blue,4752,7517,76,123070.89,1,1,0,28461.29,0,1
719658858,06/01/2019 14:02,Existing Customer,Hamilton,50,F,539,France,1,Doctorate,Unknown,Silver,34516,7042,73,0,1,1,1,28184.7,0,0
713425383,06/01/2019 14:02,Attrited Customer,Donaldson,59,F,690,Spain,2,High School,Less than $40K,Blue,7484,4923,56,0,2,1,1,3149.1,0,0
770842833,06/01/2019 14:02,Attrited Customer,McKay,49,F,821,France,1,High School,Unknown,Silver,34516,4777,51,0,2,1,0,194273.12,0,0
