CCNum,Trans_date_Time,Attrition_Flag,Surname,Age,Gender,CreditScore,Geography,Tenure,Education_Level,Income_Category,Card_Category,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,is_fraud,Exited
714648933,01/01/2019 10:27,Existing Customer,Lloyd,55,F,732,Spain,9,Graduate,Unknown,Blue,4861,1556,40,137453.43,1,0,1,110932.24,0,1
711556533,01/01/2019 10:29,Existing Customer,Palmer,43,F,600,Spain,4,Graduate,Unknown,Blue,9851,1212,24,0,2,1,0,143635.36,0,0
717420333,01/01/2019 10:30,Existing Customer,Ch'eng,37,M,464,Germany,8,High School,$60K - $80K,Blue,7349,2701,60,164284.72,2,1,1,3710.34,0,0
768921933,01/01/2019 10:30,Existing Customer,Avent,34,M,680,France,5,High School,$60K - $80K,Blue,2853,1750,47,0,2,1,1,179843.33,0,0
714311583,01/01/2019 10:32,Existing Customer,Huang,46,F,758,Spain,1,Graduate,Unknown,Blue,17023,1610,43,0,2,1,1,10643.38,0,0
717707133,01/01/2019 10:34,Existing Customer,Shaw,32,M,630,Germany,2,Unknown,$40K - $60K,Blue,10060,2184,63,112373.49,2,1,1,131167.98,0,0
716043258,01/01/2019 10:35,Existing Customer,Yuan,53,M,577,France,10,Unknown,$40K - $60K,Blue,1595,1745,41,0,2,1,0,10553.31,0,0
716343408,01/01/2019 10:35,Existing Customer,Hawkins,46,M,684,France,6,Graduate,$80K - $120K,Blue,8475,1381,40,0,2,1,1,130928.22,0,0
718909158,01/01/2019 10:37,Existing Customer,Trentini,38,M,708,Spain,5,College,Less than $40K,Blue,5559,1793,37,0,1,0,1,157003.99,0,0
719471433,01/01/2019 10:37,Existing Customer,Cameron,31,F,732,Germany,1,Graduate,Less than $40K,Blue,2917,1831,36,154333.82,1,1,1,138527.56,0,0
712763808,01/01/2019 10:38,Existing Customer,Koehler,38,M,634,Germany,3,Unknown,$60K - $80K,Blue,6692,1468,36,111432.77,2,1,1,167032.49,0,0
711147483,01/01/2019 10:40,Attrited Customer,Wu,46,F,633,France,6,Graduate,Less than $40K,Blue,8551,1097,32,0,2,0,0,41642.29,0,0
719788833,01/01/2019 10:40,Existing Customer,Manna,47,M,559,France,2,High School,$60K - $80K,Blue,10569,1682,44,137390.11,2,1,0,9677,0,0
715168983,01/01/2019 10:41,Existing Customer,Okoli,47,F,694,Spain,3,Graduate,Less than $40K,Blue,7051,1451,37,0,2,1,1,147012.22,0,0
714306258,01/01/2019 10:42,Existing Customer,Ch'eng,56,M,686,Germany,5,College,$60K - $80K,Blue,10117,1509,44,111642.08,1,1,1,80553.87,0,0
713828208,01/01/2019 10:42,Existing Customer,Nwokezuike,47,M,553,Spain,3,Uneducated,$60K - $80K,Blue,8311,1895,57,0,1,0,1,30730.95,0,1
710574558,01/01/2019 10:44,Existing Customer,Artemiev,47,M,507,France,4,Graduate,$80K - $120K,Blue,26442,1403,40,83543.37,1,0,0,140134.43,0,0
710947683,01/01/2019 10:45,Existing Customer,Esposito,64,F,732,Germany,6,Graduate,Less than $40K,Blue,4920,1420,31,145338.76,1,0,0,91936.1,0,1
711113958,01/01/2019 10:45,Existing Customer,Abbie,37,F,818,France,1,Unknown,Less than $40K,Blue,1438.3,1717,31,186796.37,1,0,0,178252.63,0,0
718923858,01/01/2019 10:45,Existing Customer,Fanucci,42,M,660,Germany,8,College,$60K - $80K,Silver,26750,1131,29,58641.43,1,0,1,198674.08,0,0
752666508,01/01/2019 10:46,Existing Customer,Jen,41,M,773,Spain,5,College,$80K - $120K,Silver,34516,1005,22,0,1,1,0,28266.9,0,1
712672083,01/01/2019 10:47,Existing Customer,Moss,65,F,640,France,3,High School,Less than $40K,Blue,1438.3,948,24,137148.68,1,1,0,92381.01,0,0
719863758,01/01/2019 10:47,Existing Customer,Lo,49,F,505,France,7,Post-Graduate,$40K - $60K,Blue,1869,1549,34,80001.23,1,0,0,135180.11,0,0
720990183,01/01/2019 10:47,Attrited Customer,Averyanov,54,M,714,Germany,6,High School,$60K - $80K,Blue,14539,965,26,86402.52,2,0,0,27330.59,0,0
720718908,01/01/2019 10:48,Existing Customer,Unaipon,46,M,468,France,5,Uneducated,$120K +,Blue,26977,1958,41,0,2,1,0,125305.34,0,0
721250358,01/01/2019 10:49,Existing Customer,Clamp,50,M,611,Spain,1,Unknown,$40K - $60K,Blue,5426,1266,22,122874.74,1,1,1,149648.45,0,0
779773533,01/01/2019 10:50,Existing Customer,Lim,50,F,705,France,0,Unknown,Less than $40K,Blue,7623,1367,29,97544.29,1,0,1,59887.15,0,0
708249708,01/01/2019 10:50,Existing Customer,Wu,48,F,646,Germany,1,Doctorate,Less than $40K,Blue,4844,1489,48,170826.55,2,1,0,45041.32,0,0
713967783,01/01/2019 10:51,Existing Customer,Wan,62,F,667,Germany,1,Unknown,Unknown,Blue,2683,1582,33,97133.92,2,0,0,113316.77,0,1
779506158,01/01/2019 10:52,Existing Customer,Chambers,39,F,511,Germany,8,College,Less than $40K,Blue,3214,2516,42,153895.65,1,1,1,39087.42,0,0
759823158,01/01/2019 10:52,Existing Customer,Pettit,46,M,653,France,6,Unknown,$60K - $80K,Blue,5374,1557,49,0,2,1,1,7330.59,0,0
716608608,01/01/2019 10:52,Attrited Customer,Baresi,41,M,675,France,8,Uneducated,$80K - $120K,Blue,8004,1084,32,0,2,0,1,95463.29,0,0
789528183,01/01/2019 10:53,Existing Customer,Newbery,39,F,523,Spain,4,Graduate,Unknown,Blue,1438.3,2583,47,0,2,1,0,167848.02,0,0
708895158,01/01/2019 10:53,Existing Customer,Iheanacho,46,M,567,Germany,5,Unknown,$80K - $120K,Blue,2925,1371,30,134956.02,1,1,0,93953.84,0,1
824805858,01/01/2019 10:53,Existing Customer,Duncan,39,F,741,Spain,7,Uneducated,Less than $40K,Blue,9235,1537,49,143637.58,2,0,1,174227.66,0,0
720840108,01/01/2019 10:53,Existing Customer,Barry,44,M,456,Spain,9,Uneducated,Less than $40K,Blue,8837,3753,60,147506.25,1,1,1,135399.21,0,0
787595658,01/01/2019 10:54,Existing Customer,Landry,57,F,598,France,1,Unknown,Less than $40K,Blue,8801,1104,31,0,2,1,0,195635.3,0,1
720244983,01/01/2019 10:55,Existing Customer,McGregor,40,M,667,France,8,Unknown,$40K - $60K,Blue,3563,1482,42,190227.46,1,1,0,97508.04,0,1
713220258,01/01/2019 10:56,Existing Customer,Nucci,65,F,548,France,2,High School,Unknown,Blue,8138,1299,29,172448.77,1,1,0,188083.77,0,1
813469458,01/01/2019 10:57,Existing Customer,Pirogov,26,F,725,France,7,Graduate,$40K - $60K,Blue,1438.3,2167,48,113980.21,1,1,1,116704.25,0,0
788939358,01/01/2019 10:58,Existing Customer,Oguejiofor,47,M,717,France,6,High School,$60K - $80K,Blue,2458,1563,40,0,2,0,1,97614.87,0,0
718870158,01/01/2019 10:59,Existing Customer,Ugochukwu,47,M,594,France,4,High School,$60K - $80K,Blue,4592,1772,52,0,2,0,0,186884.04,0,0
788673708,01/01/2019 10:59,Attrited Customer,Rohu,57,F,678,Germany,10,High School,$40K - $60K,Blue,1438.3,1254,35,76968.12,2,0,1,131501.72,0,0
711809283,01/01/2019 10:59,Existing Customer,Cary,31,M,545,France,1,Unknown,Less than $40K,Blue,1868,2229,35,88293.13,2,1,1,24302.95,0,0
816513108,01/01/2019 11:02,Existing Customer,O'Loghlen,54,M,636,France,1,Graduate,$60K - $80K,Blue,5269,2195,63,170833.46,1,1,0,110510.28,0,1
718594608,01/01/2019 11:02,Existing Customer,Quinn,43,F,603,Germany,6,Post-Graduate,Unknown,Blue,20156,1362,28,108122.39,2,1,0,108488.33,0,1
823606983,01/01/2019 11:02,Existing Customer,Page,39,M,435,France,4,College,$60K - $80K,Blue,7410,2398,37,0,1,1,1,197015.2,0,0
717028158,01/01/2019 11:03,Existing Customer,Evans,53,M,535,France,8,Graduate,$120K +,Blue,12163,2649,56,0,1,1,1,27689.77,0,0
788485908,01/01/2019 11:05,Existing Customer,McGregor,44,M,629,Germany,7,Unknown,$60K - $80K,Blue,6224,1463,34,129818.39,3,1,0,9217.55,0,1
714472608,01/01/2019 11:05,Existing Customer,Andrews,59,M,722,France,2,College,Less than $40K,Blue,4250,1174,27,163943.89,2,1,1,15068.18,0,0
710793783,01/01/2019 11:05,Existing Customer,Stanley,53,F,561,France,7,Graduate,Unknown,Blue,12059,1836,36,0,2,1,0,7797.01,0,0
794340033,01/01/2019 11:05,Existing Customer,Chiazagomekpere,34,F,645,France,5,Uneducated,$40K - $60K,Blue,2799,1817,39,101430.3,2,0,1,4400.32,0,0
716462658,01/01/2019 11:06,Existing Customer,Chidiebele,47,M,501,France,9,Doctorate,$80K - $120K,Blue,18037,1387,36,117301.66,1,0,0,182025.95,0,0
718050033,01/01/2019 11:06,Existing Customer,Gregory,54,M,502,Germany,1,College,$120K +,Blue,5657,2028,55,173340.83,1,0,1,122763.95,0,0
714023808,01/01/2019 11:06,Existing Customer,Bednall,42,F,652,Spain,4,Graduate,Unknown,Blue,13770,1582,36,0,2,1,1,38152.01,0,0
716341833,01/01/2019 11:07,Existing Customer,Jen,53,F,574,France,3,College,Less than $40K,Blue,4646,1774,37,134348.57,1,1,0,63163.99,0,0
719648358,01/01/2019 11:07,Existing Customer,She,50,M,518,France,9,Graduate,$80K - $120K,Blue,2514,1636,36,105525.65,2,1,1,73418.29,0,0
816600933,01/01/2019 11:08,Attrited Customer,Simmons,56,M,749,France,6,College,$80K - $120K,Blue,14501,1031,25,0,1,1,0,17978.68,0,1
714208533,01/01/2019 11:08,Attrited Customer,Fraser,43,M,679,France,4,High School,$60K - $80K,Blue,8663,916,33,0,3,1,0,115136.51,0,1
713095533,01/01/2019 11:09,Existing Customer,May,44,F,565,France,6,High School,Less than $40K,Blue,2333,1198,31,106192.1,1,1,0,149575.59,0,0
809967783,01/01/2019 11:09,Existing Customer,Seabrook,34,F,643,France,4,Graduate,$40K - $60K,Blue,3038,2189,54,45144.43,1,1,0,60917.24,0,1
715848408,01/01/2019 11:09,Existing Customer,Herrera,61,M,515,France,7,Graduate,$80K - $120K,Blue,8851,1257,36,92113.61,1,1,1,142548.33,0,0
714414483,01/01/2019 11:10,Existing Customer,Kincaid,54,F,521,France,7,Unknown,Less than $40K,Blue,2945,1503,35,0,2,1,1,157878.67,0,0
708655983,01/01/2019 11:10,Existing Customer,Sleeman,49,F,739,Spain,0,High School,Unknown,Blue,5267,1353,24,128366.44,1,1,0,12796.43,0,0
720426708,01/01/2019 11:11,Attrited Customer,Hung,56,M,585,France,2,High School,$60K - $80K,Blue,8512,811,27,0,2,1,1,18657.77,0,0
713743158,01/01/2019 11:13,Existing Customer,Artemieva,47,M,733,Germany,3,Graduate,$60K - $80K,Blue,19063,1270,21,106545.53,1,1,1,134589.58,0,0
721279083,01/01/2019 11:15,Existing Customer,Barwell,53,M,542,France,8,Graduate,$80K - $120K,Blue,5376,1840,53,145618.37,1,0,1,10350.74,0,0
779149683,01/01/2019 11:15,Existing Customer,Wright,30,F,788,Spain,8,Graduate,Unknown,Blue,7772,2585,75,141541.25,1,0,0,66013.27,0,0
714970458,01/01/2019 11:16,Existing Customer,Bellucci,39,F,435,Germany,2,High School,$40K - $60K,Blue,9173,1807,33,57017.06,2,1,1,5907.11,0,0
719070108,01/01/2019 11:17,Existing Customer,Moore,44,M,577,France,9,Graduate,$80K - $120K,Silver,34516,1729,52,0,1,1,0,74077.91,0,0
715490733,01/01/2019 11:17,Existing Customer,Ball,54,F,703,France,3,Uneducated,Unknown,Blue,11975,1211,35,0,3,1,1,77294.56,0,1
714989583,01/01/2019 11:17,Existing Customer,Sung,46,M,728,Germany,8,Graduate,$60K - $80K,Blue,15405,1763,44,125884.95,2,1,0,54359.02,0,1
820355433,01/01/2019 11:18,Existing Customer,Mello,43,M,728,Germany,5,Unknown,$40K - $60K,Blue,2615,1395,34,61825.5,1,1,1,156124.93,0,0
715901508,01/01/2019 11:18,Existing Customer,Mistry,35,M,718,France,8,High School,$80K - $120K,Blue,23991,1843,43,0,2,1,0,94820.85,0,0
710370483,01/01/2019 11:19,Existing Customer,T'ien,39,F,621,France,6,College,Less than $40K,Blue,1888,1517,33,0,1,1,0,155155.25,0,0
778573233,01/01/2019 11:22,Existing Customer,Fallaci,61,F,523,France,2,Graduate,Less than $40K,Blue,3102,1977,50,102967.41,1,1,0,128702.1,0,1
708833133,01/01/2019 11:23,Existing Customer,Hill,40,F,657,Germany,2,Graduate,Less than $40K,Blue,3170,2027,49,171770.55,1,1,0,22745.5,0,0
719885883,01/01/2019 11:23,Existing Customer,Burns,53,M,727,Germany,1,College,$120K +,Blue,34516,1497,43,93051.64,2,1,0,71865.31,0,1
712523283,01/01/2019 11:23,Existing Customer,Hunter,55,M,643,France,7,Unknown,$120K +,Blue,14938,1134,31,161064.64,2,0,1,84294.82,0,0
711309033,01/01/2019 11:24,Existing Customer,Li,41,M,645,France,7,Unknown,$60K - $80K,Blue,17298,3663,65,90612.34,1,1,1,149139.13,0,0
708134283,01/01/2019 11:25,Existing Customer,Ku,35,M,568,France,5,Uneducated,Less than $40K,Blue,3131,1483,31,145105.64,2,1,0,185489.11,0,0
720147633,01/01/2019 11:26,Existing Customer,Ch'en,61,M,599,France,4,Unknown,$40K - $60K,Blue,11915,1956,63,0,1,0,0,176407.15,0,1
708983658,01/01/2019 11:26,Attrited Customer,Chukwukadibia,51,M,672,France,9,Uneducated,$120K +,Blue,16868,940,25,0,1,1,1,92027.69,0,1
766285608,01/01/2019 11:26,Existing Customer,Zikoranachidimma,42,M,685,France,6,High School,$40K - $60K,Blue,3266,2183,56,174912.72,1,1,1,43932.54,0,0
779715108,01/01/2019 11:27,Existing Customer,Oluchukwu,46,M,516,France,1,Unknown,$80K - $120K,Blue,2770,2920,74,104947.72,1,1,0,115789.25,0,1
798035358,01/01/2019 11:27,Existing Customer,Rivera,46,F,685,Spain,10,High School,Less than $40K,Blue,3556,1221,41,135213.71,1,1,1,125777.28,0,0
719391783,01/01/2019 11:27,Existing Customer,Niu,46,M,806,Spain,7,Uneducated,$40K - $60K,Blue,9149,1790,60,0,2,1,0,18461.9,0,0
809342208,01/01/2019 11:29,Existing Customer,Bennett,26,M,604,France,6,Graduate,Unknown,Blue,1438.3,2005,47,116229.85,2,1,1,79633.38,0,0
780713058,01/01/2019 11:30,Existing Customer,Wollstonecraft,46,M,648,Spain,6,High School,$60K - $80K,Blue,14701,3490,69,111201.41,1,1,1,121542.29,0,0
779338683,01/01/2019 11:31,Existing Customer,Thomsen,62,M,545,Spain,4,Graduate,$60K - $80K,Blue,14825,1904,49,0,1,1,0,94739.2,0,0
783387783,01/01/2019 11:31,Existing Customer,Palermo,55,M,756,Germany,1,Uneducated,$60K - $80K,Blue,10127,1647,53,131899,1,1,0,93302.29,0,0
787800108,01/01/2019 11:32,Existing Customer,Chinwendu,55,M,569,France,10,College,$80K - $120K,Blue,2929,1903,39,124525.52,1,1,1,193793.78,0,0
721397808,01/01/2019 11:37,Existing Customer,McKenzie,32,M,596,France,6,High School,$40K - $60K,Blue,3735,1564,41,0,1,1,0,74835.65,0,0
778698408,01/01/2019 11:38,Existing Customer,James,37,F,475,France,6,Uneducated,Less than $40K,Blue,2930,1686,34,0,1,1,1,56999.9,0,1
709545333,01/01/2019 11:39,Existing Customer,Lamb,33,F,646,France,3,High School,Unknown,Blue,12716,2412,64,47134.75,1,1,1,57236.44,0,0
716032233,01/01/2019 11:39,Existing Customer,Olejuru,42,M,784,Spain,3,College,$80K - $120K,Blue,22120,3981,65,0,2,0,0,81483.64,0,0
717835908,01/01/2019 11:40,Existing Customer,Hay,33,M,552,Spain,9,Post-Graduate,$80K - $120K,Blue,1438.3,2730,48,0,2,1,0,26752.56,0,0
719466558,01/01/2019 11:41,Existing Customer,Lu,60,F,729,France,5,High School,Unknown,Blue,4546,1361,34,0,2,0,1,9200.54,0,0
778663458,01/01/2019 11:41,Attrited Customer,Chiawuotu,65,M,609,Spain,1,High School,Less than $40K,Blue,1759,821,18,0,1,1,0,22447.85,0,1
716024808,01/01/2019 11:42,Attrited Customer,Yeates,57,M,555,France,5,Graduate,$80K - $120K,Blue,4829,938,21,0,3,1,0,189122.89,0,1
713008308,01/01/2019 11:42,Existing Customer,Gallagher,59,F,572,Germany,1,Unknown,Less than $40K,Blue,7692,1861,42,138657.08,1,1,1,16161.82,0,0
794831733,01/01/2019 11:43,Existing Customer,Heath,45,F,785,France,9,Graduate,Less than $40K,Blue,2156,1345,28,70302.48,1,1,1,68600.36,0,0
713854608,01/01/2019 11:43,Existing Customer,Ts'ai,62,M,714,Germany,1,Uneducated,$60K - $80K,Blue,9521,2444,63,101609.01,2,1,1,447.73,0,0
715993608,01/01/2019 11:43,Existing Customer,Thurgood,51,M,738,Spain,3,College,$120K +,Blue,26714,1686,50,0,1,1,1,15650.73,0,0
789368658,01/01/2019 11:44,Existing Customer,Pai,57,M,639,Germany,5,Graduate,$80K - $120K,Blue,2092,1468,30,130170.82,1,1,1,149599.62,0,0
802817358,01/01/2019 11:44,Existing Customer,Lorenzo,38,F,520,Germany,8,High School,Unknown,Blue,11594,2320,51,133802.29,2,1,1,90304.01,0,0
708098133,01/01/2019 11:46,Existing Customer,Knupp,32,F,764,France,7,Graduate,Less than $40K,Blue,2834,1598,39,106234.02,1,0,0,115676.38,0,0
801499908,01/01/2019 11:47,Existing Customer,Baryshnikov,43,F,661,Spain,6,Graduate,Less than $40K,Blue,4724,1232,31,132628.98,1,0,0,38812.67,0,0
824770683,01/01/2019 11:47,Existing Customer,Azubuike,51,F,564,Germany,9,Unknown,Less than $40K,Blue,3049,4027,76,103522.75,2,1,1,34338.21,0,0
718310733,01/01/2019 11:49,Existing Customer,Shephard,50,M,708,Germany,8,Unknown,$80K - $120K,Blue,20614,1922,48,192390.52,2,1,0,823.36,0,0
708162558,01/01/2019 11:49,Existing Customer,Scott,64,F,512,Spain,1,Uneducated,Unknown,Blue,3250,1355,36,0,1,0,1,135482.26,0,1
721129383,01/01/2019 11:51,Existing Customer,Williamson,53,F,592,Spain,9,Doctorate,Less than $40K,Blue,3128,2361,42,0,3,1,1,10656.89,0,0
721249158,01/01/2019 11:51,Attrited Customer,Avdeeva,42,M,619,France,3,Uneducated,$60K - $80K,Blue,6414,708,14,0,2,0,1,116467.35,0,0
721049658,01/01/2019 11:52,Existing Customer,Tang,53,M,775,France,8,Graduate,$80K - $120K,Blue,2506,1687,62,109922.61,1,1,1,96823.32,0,1
806392908,01/01/2019 11:52,Existing Customer,Hsu,52,F,850,Germany,5,High School,Unknown,Blue,7469,1212,33,128605.32,1,0,1,171096.2,0,0
714886533,01/01/2019 11:55,Existing Customer,Buchanan,60,F,577,France,4,High School,Less than $40K,Blue,3460,1752,34,0,1,1,1,79881.39,0,0
772375533,01/01/2019 11:56,Existing Customer,Yeh,30,M,724,France,10,Graduate,$80K - $120K,Blue,9959,1560,39,68598.56,1,1,0,157862.82,0,0
826775058,01/01/2019 11:58,Existing Customer,Palazzi,43,F,710,Spain,1,Uneducated,Less than $40K,Blue,4175,1520,36,106518.52,1,1,1,127951.81,0,0
711878733,01/01/2019 11:58,Existing Customer,Y?an,60,M,696,France,8,Uneducated,$60K - $80K,Blue,10264,1685,45,0,2,0,0,191074.11,0,0
714550383,01/01/2019 11:58,Existing Customer,Lin,46,M,376,France,6,High School,$40K - $60K,Blue,4129,1678,40,0,1,1,0,157333.69,0,1
712636308,01/01/2019 11:58,Existing Customer,Schofield,65,F,675,Germany,8,High School,$40K - $60K,Blue,2658,1627,26,121326.42,1,1,0,133457.52,0,0
772139433,01/01/2019 11:59,Existing Customer,Lombardi,44,F,745,France,8,College,$40K - $60K,Blue,4589,1637,61,67226.37,1,1,0,130789.6,0,0
709058808,01/01/2019 12:00,Existing Customer,Wall,56,F,697,Spain,5,College,Less than $40K,Blue,2781,1707,42,82931.85,2,1,1,128373.88,0,0
813240408,01/01/2019 12:00,Existing Customer,Milani,45,F,599,Spain,4,High School,Unknown,Blue,24880,1208,25,0,1,1,0,194273.2,0,1
767753958,01/01/2019 12:01,Existing Customer,Ejimofor,37,M,715,France,5,Graduate,$40K - $60K,Blue,8504,1881,51,118590.41,1,1,1,5684.17,0,1
710111733,01/01/2019 12:01,Existing Customer,Blackburn,48,M,659,France,4,High School,$80K - $120K,Blue,8091,1360,28,145981.87,1,1,1,131043.2,0,0
761544333,01/01/2019 12:01,Existing Customer,Wickham,37,F,684,France,3,College,$40K - $60K,Blue,3417,1641,32,73309.38,1,0,0,21228.34,0,1
788814783,01/01/2019 12:02,Existing Customer,Bird,39,M,635,France,8,Uneducated,$60K - $80K,Blue,9204,1820,58,130796.33,2,1,1,43250.3,0,0
715034358,01/01/2019 12:02,Existing Customer,Ch'en,41,M,789,Germany,8,Graduate,$120K +,Blue,14302,1505,35,151607.56,1,1,0,4389.4,0,0
709624533,01/01/2019 12:02,Existing Customer,Wood,55,F,571,Germany,9,High School,Less than $40K,Blue,3187,1627,38,111577.01,1,0,1,189271.9,0,0
709942383,01/01/2019 12:03,Existing Customer,Brizendine,34,M,694,Spain,0,Graduate,$80K - $120K,Blue,6313,1703,34,107042.74,1,1,1,102284.2,0,0
803957508,01/01/2019 12:04,Existing Customer,Ch'in,52,M,665,Spain,2,Unknown,$80K - $120K,Blue,15904,1433,33,156371.61,2,0,1,156774.94,0,1
713378133,01/01/2019 12:05,Existing Customer,Yusupov,54,F,706,France,4,Post-Graduate,Less than $40K,Silver,11696,2445,60,129605.99,1,0,0,69865.49,0,0
709217358,01/01/2019 12:06,Existing Customer,Jibunoh,40,M,807,Spain,0,Post-Graduate,$80K - $120K,Blue,20371,1665,45,0,2,0,1,85523.24,0,0
720998358,01/01/2019 12:06,Existing Customer,Ts'ui,52,M,771,Spain,8,High School,$120K +,Silver,34516,1489,38,0,2,1,1,51219.8,0,0
721051908,01/01/2019 12:08,Existing Customer,Ndukaku,45,M,531,Spain,8,Graduate,$60K - $80K,Blue,7552,1393,32,132576.25,1,0,0,7222.92,0,0
715232058,01/01/2019 12:09,Existing Customer,Wilder,61,M,629,France,6,Post-Graduate,$40K - $60K,Blue,5561,1820,42,129101.3,1,1,1,23971.33,0,0
806250783,01/01/2019 12:09,Existing Customer,Maclean,57,F,850,Germany,1,High School,Less than $40K,Blue,1441,2742,58,108822.4,1,1,1,132173.31,0,0
817245183,01/01/2019 12:09,Existing Customer,Ch'iu,51,M,685,Spain,4,Unknown,$120K +,Blue,19715,1979,40,137948.51,1,1,0,113639.64,0,0
713670333,01/01/2019 12:12,Existing Customer,Cox,60,M,642,Spain,7,Unknown,Less than $40K,Blue,2486,1378,27,100433.8,1,1,1,39768.59,0,0
826477083,01/01/2019 12:12,Existing Customer,Nepean,48,F,529,Spain,4,College,Less than $40K,Blue,4570,1520,34,96134.11,3,1,0,108732.96,0,1
788728608,01/01/2019 12:13,Existing Customer,McNess,34,M,683,Germany,4,High School,$40K - $60K,Blue,3870,1588,36,115888.04,1,1,1,117349.19,0,1
717190533,01/01/2019 12:18,Existing Customer,Coles,49,M,663,France,5,High School,$60K - $80K,Blue,12938,1282,32,124626.07,1,1,1,78004.5,0,0
716580033,01/01/2019 12:18,Existing Customer,Benson,53,M,563,France,6,High School,$120K +,Blue,21178,1872,59,139810.34,1,1,1,152417.79,0,0
711644508,01/01/2019 12:18,Existing Customer,Gilbert,34,M,637,Spain,9,Uneducated,$80K - $120K,Blue,12182,2295,63,0,2,0,0,26057.08,0,0
714334383,01/01/2019 12:18,Existing Customer,Wilhelm,54,M,544,France,3,Graduate,$60K - $80K,Blue,3583,1065,28,84496.71,1,0,0,79972.09,0,0
720611058,01/01/2019 12:19,Existing Customer,Sinclair,40,M,649,Germany,9,Graduate,$120K +,Blue,17018,1550,47,116854.71,2,0,1,107125.79,0,0
712420833,01/01/2019 12:20,Existing Customer,L?,49,F,638,France,10,College,Unknown,Blue,16031,1527,57,138333.03,1,1,1,47679.14,0,0
713845083,01/01/2019 12:20,Attrited Customer,Buckner,41,F,723,France,3,High School,Less than $40K,Blue,4203,1489,43,0,2,1,1,134509.47,0,0
713756508,01/01/2019 12:24,Existing Customer,Padovesi,46,M,635,Germany,5,Graduate,Less than $40K,Blue,4213,1264,30,78992.75,2,0,0,153265.31,0,0
735565158,01/01/2019 12:24,Existing Customer,Gray,46,M,750,Spain,7,Graduate,$60K - $80K,Blue,21548,1582,38,97257.41,2,0,1,179883.04,0,0
714131058,01/01/2019 12:26,Existing Customer,Lu,30,M,730,France,5,Graduate,$60K - $80K,Blue,18513,1567,33,122453.37,2,1,0,138882.98,0,0
717180633,01/01/2019 12:26,Existing Customer,Wright,59,M,750,Spain,8,Post-Graduate,$40K - $60K,Blue,2483,1704,35,112940.07,1,0,1,9855.81,0,0
717295683,01/01/2019 12:27,Existing Customer,Palerma,50,M,586,France,8,Doctorate,$80K - $120K,Blue,3460,1546,35,132558.26,1,1,0,67046.83,0,1
713128833,01/01/2019 12:28,Existing Customer,Y?an,49,M,520,France,4,Unknown,$60K - $80K,Blue,6511,1478,38,0,2,1,0,56388.63,0,0
813499458,01/01/2019 12:28,Attrited Customer,Wei,45,M,652,France,8,High School,$60K - $80K,Blue,1438.3,2132,31,133297.24,1,1,0,77764.37,0,0
710070183,01/01/2019 12:28,Existing Customer,Padovesi,53,F,550,France,7,High School,Less than $40K,Blue,2615,1419,38,0,2,1,0,130590.35,0,0
789605658,01/01/2019 12:28,Existing Customer,Tsao,42,F,594,France,0,Doctorate,$40K - $60K,Blue,2985,1065,27,197041.8,1,0,0,151912.49,0,0
710045058,01/01/2019 12:29,Existing Customer,Franklin,46,M,749,Germany,0,High School,$40K - $60K,Silver,18797,1364,40,71497.79,2,0,0,151083.8,0,0
710164683,01/01/2019 12:30,Existing Customer,Clark,33,M,668,France,7,Graduate,$60K - $80K,Blue,2859,2247,36,0,2,1,1,777.37,0,0
710802258,01/01/2019 12:30,Existing Customer,McGregor,46,F,614,Germany,6,Graduate,Less than $40K,Blue,2888,1111,26,128100.28,1,0,0,69454.24,0,1
721036233,01/01/2019 12:31,Existing Customer,Pan,61,M,773,France,1,High School,$60K - $80K,Blue,9172,1836,42,124532.78,2,0,1,11723.57,0,0
710036508,01/01/2019 12:31,Existing Customer,Kenniff,42,M,551,Germany,9,Uneducated,$40K - $60K,Blue,14281,1164,35,82293.82,2,1,1,91565.25,0,0
717776808,01/01/2019 12:31,Existing Customer,Spencer,47,F,566,France,1,Graduate,Less than $40K,Blue,7353,2005,54,142120.91,1,1,0,79616.37,0,0
714906033,01/01/2019 12:32,Existing Customer,Lees,47,F,569,Spain,0,Graduate,Less than $40K,Blue,5145,1588,35,151839.26,1,1,0,102299.81,0,1
714273708,01/01/2019 12:32,Existing Customer,David,53,F,659,Spain,7,Graduate,$40K - $60K,Blue,4753,2242,49,149620.88,2,1,1,104533.51,0,0
721117533,01/01/2019 12:33,Existing Customer,Hsing,46,F,722,France,3,Graduate,Less than $40K,Blue,2171,1415,45,168197.66,1,1,0,140765.57,0,1
715374558,01/01/2019 12:33,Existing Customer,Burke,26,M,655,France,5,College,Less than $40K,Blue,4150,2483,74,93147,2,1,0,66214.13,0,0
824807658,01/01/2019 12:35,Existing Customer,Watson,45,M,615,France,2,Graduate,$60K - $80K,Blue,9106,1239,33,97440.02,2,1,1,139816.1,0,0
714940608,01/01/2019 12:37,Existing Customer,Hawkins,36,M,752,Germany,3,High School,$40K - $60K,Blue,2686,2057,53,65046.08,2,0,1,140139.28,0,0
824782008,01/01/2019 12:38,Existing Customer,Ginn,42,M,661,Spain,7,High School,$60K - $80K,Blue,10239,1228,26,95357.49,1,0,0,102297.15,0,0
